Line#,Date,"Temperature (S-THB 10979906:10974876-1), *C, Bree_met_5","Wind Speed (S-WSB 10979906:10955814-1), m/s, Bree_met_5","Solar Radiation (S-LIB 10979906:10969905-1), W/m^2, Bree_met_5","RH (S-THB 10979906:10974876-2), %, Bree_met_5","PAR (S-LIA 10979906:10962914-1), uE, Bree_met_5","Gust Speed (S-WSB 10979906:10955814-2), m/s, Bree_met_5","Wind Direction (S-WDA 10979906:10969970-1), *, Bree_met_5","Pressure (S-BPB 10979906:10972867-1), mbar, Bree_met_5","Dew Point (S-THB 10979906:10974876-3), *C, Bree_met_5","Battery (RX3000 BATTERY 10979906:10979906-B), V, Bree_met_5"
798,07/26/20 21:15:00,29.02,4.5,69,64.80,139,6.5,199,994.2,21.74,4.409
799,07/26/20 21:20:00,29.09,5.0,69,64.90,144,8.1,202,994.2,21.84,4.402
800,07/26/20 21:25:00,29.21,4.5,81,62.50,164,8.6,204,994.3,21.34,4.398
801,07/26/20 21:30:00,29.19,5.5,71,63.90,144,7.5,204,994.2,21.68,4.417
802,07/26/20 21:35:00,29.07,5.0,99,64.60,206,8.1,204,994.3,21.74,4.450
803,07/26/20 21:40:00,29.04,5.0,99,65.20,204,7.5,201,994.1,21.87,4.453
804,07/26/20 21:45:00,29.19,4.5,108,63.20,221,7.5,205,994.1,21.50,4.432
805,07/26/20 21:50:00,29.41,5.0,98,62.90,201,7.5,204,994.0,21.63,4.409
806,07/26/20 21:55:00,29.19,5.0,109,63.60,221,8.6,205,994.1,21.60,4.403
807,07/26/20 22:00:00,29.04,4.5,114,64.40,231,6.5,202,994.1,21.66,4.400
808,07/26/20 22:05:00,29.24,5.0,158,62.90,331,7.5,202,993.8,21.47,4.424
809,07/26/20 22:10:00,29.04,5.0,154,64.60,326,6.5,202,994.0,21.71,4.457
810,07/26/20 22:15:00,29.11,5.5,122,63.70,256,8.1,202,993.9,21.56,4.441
811,07/26/20 22:20:00,28.89,5.0,97,63.50,201,7.0,204,993.9,21.29,4.415
812,07/26/20 22:25:00,28.79,4.5,92,65.30,191,6.5,202,993.9,21.66,4.405
813,07/26/20 22:30:00,28.57,5.0,84,67.70,174,6.5,204,994.0,22.04,4.400
814,07/26/20 22:35:00,28.62,4.0,61,66.30,121,5.5,201,994.1,21.74,4.406
815,07/26/20 22:40:00,28.44,4.5,48,66.30,96,6.5,202,994.0,21.57,4.424
816,07/26/20 22:45:00,28.52,4.5,49,66.80,99,6.5,202,994.0,21.77,4.444
817,07/26/20 22:50:00,28.49,4.5,56,66.30,111,6.5,202,994.2,21.62,4.436
818,07/26/20 22:55:00,28.37,4.5,41,67.30,76,6.5,198,994.0,21.75,4.415
819,07/26/20 23:00:00,28.30,4.0,39,66.30,76,6.5,202,994.2,21.43,4.406
820,07/26/20 23:05:00,28.44,5.0,37,66.40,69,7.0,202,994.2,21.60,4.398
821,07/26/20 23:10:00,28.39,4.5,41,65.80,79,6.0,199,994.2,21.40,4.402
822,07/26/20 23:15:00,28.15,4.5,39,65.80,76,6.0,199,994.1,21.17,4.411
823,07/26/20 23:20:00,28.44,5.0,23,64.80,44,7.0,201,994.2,21.20,4.420
824,07/26/20 23:25:00,28.25,4.5,26,65.50,46,7.5,199,994.0,21.19,4.421
825,07/26/20 23:30:00,28.27,5.0,37,66.30,71,6.5,201,994.1,21.41,4.420
826,07/26/20 23:35:00,28.07,4.0,41,67.50,81,5.5,201,994.2,21.52,4.423
827,07/26/20 23:40:00,28.10,4.0,29,67.60,61,6.0,198,994.2,21.56,4.429
828,07/26/20 23:45:00,28.00,4.5,18,67.30,39,6.5,195,993.9,21.40,4.433
829,07/26/20 23:50:00,28.05,5.0,13,67.80,29,7.0,195,994.0,21.56,4.430
830,07/26/20 23:55:00,28.00,5.0,11,68.20,24,7.5,195,994.2,21.61,4.423
831,07/27/20 00:00:00,27.92,4.5,7,68.00,16,6.5,197,994.0,21.49,4.414
832,07/27/20 00:05:00,28.02,5.0,4,67.40,11,6.0,198,994.0,21.44,4.406
833,07/27/20 00:10:00,28.02,5.0,2,67.50,6,7.0,198,994.0,21.47,4.402
834,07/27/20 00:15:00,27.97,5.0,1,68.20,6,7.0,195,993.8,21.59,4.386
835,07/27/20 00:20:00,27.87,5.0,1,68.80,1,7.0,195,993.9,21.64,4.379
836,07/27/20 00:25:00,27.85,5.0,1,68.50,1,7.5,194,993.9,21.54,4.379
837,07/27/20 00:30:00,27.78,5.0,1,69.20,1,6.5,194,993.8,21.64,4.380
838,07/27/20 00:35:00,27.83,4.5,1,68.30,1,6.5,192,993.8,21.47,4.379
839,07/27/20 00:40:00,27.68,5.0,1,69.30,1,6.0,194,993.8,21.57,4.379
840,07/27/20 00:45:00,27.73,5.0,1,69.90,1,6.5,192,993.7,21.76,4.379
841,07/27/20 00:50:00,27.63,4.5,1,69.90,1,6.5,194,993.8,21.66,4.377
842,07/27/20 00:55:00,27.51,4.5,1,70.30,1,6.0,197,993.9,21.64,4.377
843,07/27/20 01:00:00,27.73,4.5,1,68.70,1,6.0,195,994.0,21.47,4.376
844,07/27/20 01:05:00,27.58,4.5,1,68.60,1,6.5,197,993.8,21.31,4.376
845,07/27/20 01:10:00,27.70,5.0,1,69.20,1,6.5,198,994.0,21.57,4.374
846,07/27/20 01:15:00,27.60,5.0,1,70.40,1,6.5,195,994.0,21.76,4.374
847,07/27/20 01:20:00,27.80,5.0,1,67.80,1,7.5,198,994.0,21.33,4.374
848,07/27/20 01:25:00,27.70,5.5,1,68.00,1,7.5,194,994.0,21.28,4.373
849,07/27/20 01:30:00,27.70,5.5,1,68.20,1,7.5,194,994.1,21.33,4.373
850,07/27/20 01:35:00,27.60,5.5,1,68.80,1,8.1,197,994.2,21.38,4.373
851,07/27/20 01:40:00,27.75,5.5,1,67.20,1,7.0,201,994.2,21.14,4.371
852,07/27/20 01:45:00,27.65,4.5,1,67.80,1,7.0,215,994.7,21.19,4.371
853,07/27/20 01:50:00,27.60,5.0,1,68.60,1,7.5,279,995.4,21.33,4.370
854,07/27/20 01:55:00,25.91,5.0,1,75.70,1,8.1,289,995.3,21.32,4.370
855,07/27/20 02:00:00,25.82,3.0,1,77.40,1,6.5,309,995.3,21.59,4.370
856,07/27/20 02:05:00,25.19,3.0,1,81.70,1,7.5,313,995.2,21.86,4.368
857,07/27/20 02:10:00,24.82,2.0,1,84.80,1,3.5,345,995.0,22.12,4.368
858,07/27/20 02:15:00,24.63,1.5,1,85.30,1,3.0,336,994.9,22.02,4.368
859,07/27/20 02:20:00,24.51,1.0,1,86.50,1,2.0,0,994.9,22.14,4.367
860,07/27/20 02:25:00,24.46,1.5,1,87.60,1,2.5,6,994.7,22.30,4.367
861,07/27/20 02:30:00,24.48,1.0,1,87.40,1,1.5,17,994.6,22.28,4.367
862,07/27/20 02:35:00,24.44,0.5,1,87.40,1,1.5,46,994.7,22.23,4.367
863,07/27/20 02:40:00,24.41,0.5,1,87.80,1,1.5,53,994.7,22.29,4.367
864,07/27/20 02:45:00,24.41,1.0,1,88.30,1,1.5,53,994.8,22.38,4.365
865,07/27/20 02:50:00,24.41,1.0,1,88.50,1,1.5,53,994.6,22.42,4.365
866,07/27/20 02:55:00,24.29,1.0,1,88.50,1,2.0,76,994.7,22.30,4.364
867,07/27/20 03:00:00,24.29,0.5,1,88.40,1,1.0,83,994.7,22.28,4.364
868,07/27/20 03:05:00,24.32,1.0,1,88.70,1,1.5,84,994.6,22.36,4.364
869,07/27/20 03:10:00,24.34,0.5,1,88.60,1,1.0,84,994.6,22.36,4.364
870,07/27/20 03:15:00,24.36,0.0,1,88.40,1,0.5,84,994.6,22.35,4.362
871,07/27/20 03:20:00,24.41,0.0,1,88.50,1,1.0,84,994.4,22.42,4.362
872,07/27/20 03:25:00,24.34,0.5,1,88.60,1,1.0,84,994.4,22.36,4.362
873,07/27/20 03:30:00,24.39,0.5,1,88.80,1,1.0,84,994.4,22.45,4.362
874,07/27/20 03:35:00,24.41,0.5,1,89.00,1,1.0,84,994.3,22.51,4.361
875,07/27/20 03:40:00,24.46,0.5,1,89.00,1,1.0,84,994.3,22.56,4.361
876,07/27/20 03:45:00,24.58,0.5,1,88.90,1,1.5,86,994.1,22.66,4.361
877,07/27/20 03:50:00,24.58,1.0,1,88.80,1,1.5,133,994.3,22.64,4.361
878,07/27/20 03:55:00,24.58,0.5,1,88.80,1,1.0,136,994.2,22.64,4.359
879,07/27/20 04:00:00,24.60,0.5,1,89.10,1,1.0,136,994.2,22.72,4.359
880,07/27/20 04:05:00,24.58,0.5,1,88.90,1,1.0,136,994.2,22.66,4.358
881,07/27/20 04:10:00,24.63,0.5,1,89.60,1,1.0,138,994.1,22.83,4.358
882,07/27/20 04:15:00,24.68,0.5,1,90.00,1,1.5,138,994.1,22.96,4.349
883,07/27/20 04:20:00,24.92,1.0,1,87.30,1,1.5,145,994.1,22.69,4.344
884,07/27/20 04:25:00,25.23,1.0,1,83.40,1,2.5,157,994.1,22.25,4.350
885,07/27/20 04:30:00,25.70,1.5,1,80.00,1,2.5,175,994.1,22.01,4.353
886,07/27/20 04:35:00,25.84,1.5,1,79.20,1,2.5,195,994.0,21.99,4.355
887,07/27/20 04:40:00,25.99,2.0,1,77.20,1,3.0,194,994.0,21.71,4.355
888,07/27/20 04:45:00,26.04,2.5,1,76.80,1,3.5,188,994.0,21.67,4.355
889,07/27/20 04:50:00,26.16,3.0,1,75.10,1,4.0,191,993.9,21.42,4.355
890,07/27/20 04:55:00,26.13,3.0,1,75.80,1,4.5,190,993.9,21.55,4.355
891,07/27/20 05:00:00,26.11,3.5,1,76.10,1,4.5,190,993.9,21.59,4.355
892,07/27/20 05:05:00,26.06,3.0,1,76.20,1,4.5,190,994.0,21.57,4.355
893,07/27/20 05:10:00,26.13,3.5,1,75.70,1,4.5,188,993.9,21.53,4.355
894,07/27/20 05:15:00,26.11,3.5,1,75.10,1,5.0,190,994.3,21.38,4.355
895,07/27/20 05:20:00,26.13,3.5,1,74.00,1,4.5,188,993.8,21.16,4.355
896,07/27/20 05:25:00,26.23,3.5,1,74.40,1,5.0,191,993.7,21.34,4.355
897,07/27/20 05:30:00,26.16,3.5,1,75.20,1,5.0,192,993.8,21.45,4.355
898,07/27/20 05:35:00,26.35,4.0,1,73.10,1,6.5,197,993.7,21.17,4.355
899,07/27/20 05:40:00,26.33,4.5,1,73.60,1,6.5,195,993.8,21.26,4.353
900,07/27/20 05:45:00,26.23,4.5,1,74.30,1,6.5,192,993.6,21.32,4.355
901,07/27/20 05:50:00,26.35,4.0,1,74.00,1,6.0,195,993.5,21.37,4.355
902,07/27/20 05:55:00,26.33,4.0,1,73.10,1,5.0,199,993.5,21.15,4.353
903,07/27/20 06:00:00,26.35,4.0,1,74.70,1,5.0,201,993.4,21.53,4.353
904,07/27/20 06:05:00,26.30,3.5,1,73.60,1,5.5,199,993.4,21.24,4.353
905,07/27/20 06:10:00,26.30,3.5,1,74.80,1,4.5,198,993.4,21.50,4.353
906,07/27/20 06:15:00,26.30,3.5,1,75.00,1,5.0,202,993.3,21.54,4.353
907,07/27/20 06:20:00,26.13,3.5,1,75.60,1,5.5,201,993.3,21.51,4.353
908,07/27/20 06:25:00,25.84,3.5,1,78.30,1,5.0,198,993.3,21.80,4.353
909,07/27/20 06:30:00,25.89,3.5,1,76.90,1,5.0,205,993.4,21.55,4.353
910,07/27/20 06:35:00,25.55,2.5,1,79.60,1,3.5,197,993.5,21.79,4.353
911,07/27/20 06:40:00,25.74,3.5,1,78.20,1,5.5,201,993.4,21.69,4.353
912,07/27/20 06:45:00,25.82,4.0,1,77.20,1,6.5,205,993.2,21.55,4.353
913,07/27/20 06:50:00,25.72,4.0,1,78.10,1,6.0,205,993.3,21.64,4.353
914,07/27/20 06:55:00,25.67,4.5,1,78.00,1,6.0,209,993.2,21.57,4.353
915,07/27/20 07:00:00,25.89,5.5,1,76.80,1,10.1,215,993.2,21.53,4.353
916,07/27/20 07:05:00,25.77,5.0,1,77.70,1,7.0,222,993.2,21.60,4.353
917,07/27/20 07:10:00,25.62,4.0,1,78.70,1,6.0,212,993.4,21.67,4.353
918,07/27/20 07:15:00,25.57,4.5,1,78.80,1,6.0,206,993.4,21.65,4.352
919,07/27/20 07:20:00,25.62,4.5,1,78.10,1,7.0,205,993.3,21.55,4.352
920,07/27/20 07:25:00,25.57,5.0,1,78.90,1,7.5,208,993.4,21.67,4.352
921,07/27/20 07:30:00,25.55,5.0,1,79.00,1,7.0,216,993.4,21.66,4.352
922,07/27/20 07:35:00,25.50,4.0,1,80.40,1,6.0,212,993.4,21.91,4.352
923,07/27/20 07:40:00,25.48,3.5,1,79.70,1,5.0,209,993.5,21.74,4.352
924,07/27/20 07:45:00,25.45,4.0,1,79.30,1,6.0,213,993.5,21.63,4.352
925,07/27/20 07:50:00,25.43,4.0,1,79.60,1,6.0,208,993.4,21.67,4.352
926,07/27/20 07:55:00,25.40,4.5,1,79.40,1,6.0,211,993.5,21.61,4.350
927,07/27/20 08:00:00,25.36,3.5,1,79.80,1,5.0,208,993.4,21.64,4.350
928,07/27/20 08:05:00,25.38,4.0,1,79.70,1,6.0,213,993.5,21.64,4.352
929,07/27/20 08:10:00,25.23,3.0,1,81.10,1,5.0,202,993.5,21.79,4.352
930,07/27/20 08:15:00,25.21,3.5,1,80.90,1,5.5,197,993.5,21.72,4.343
931,07/27/20 08:20:00,25.14,3.5,1,81.30,1,5.0,197,993.5,21.73,4.338
932,07/27/20 08:25:00,24.92,4.0,1,83.20,1,5.0,190,993.7,21.90,4.343
933,07/27/20 08:30:00,24.80,4.0,1,83.40,1,6.0,191,993.7,21.82,4.346
934,07/27/20 08:35:00,24.68,4.5,1,83.40,1,6.0,194,993.5,21.70,4.347
935,07/27/20 08:40:00,24.51,5.0,1,84.10,1,6.5,191,993.6,21.67,4.349
936,07/27/20 08:45:00,24.41,5.0,1,84.40,1,7.0,190,993.6,21.64,4.349
937,07/27/20 08:50:00,24.27,5.0,1,84.90,1,7.0,194,993.6,21.59,4.349
938,07/27/20 08:55:00,24.10,5.0,1,86.50,1,6.5,188,993.5,21.73,4.349
939,07/27/20 09:00:00,24.00,4.5,1,87.00,1,6.5,192,993.7,21.73,4.349
940,07/27/20 09:05:00,23.95,4.5,1,87.80,1,6.0,192,993.6,21.83,4.349
941,07/27/20 09:10:00,23.91,5.0,1,87.70,1,7.0,190,993.5,21.77,4.349
942,07/27/20 09:15:00,23.91,5.0,1,87.90,1,7.0,190,993.6,21.81,4.349
943,07/27/20 09:20:00,23.88,5.0,1,87.70,1,6.5,190,993.5,21.74,4.349
944,07/27/20 09:25:00,23.88,5.0,1,88.20,1,6.0,191,993.5,21.84,4.349
945,07/27/20 09:30:00,23.83,4.5,1,88.00,1,6.0,192,993.6,21.75,4.349
946,07/27/20 09:35:00,23.83,5.0,1,88.00,1,7.0,194,993.5,21.75,4.349
947,07/27/20 09:40:00,23.79,5.0,1,87.70,4,7.0,192,993.5,21.65,4.349
948,07/27/20 09:45:00,23.81,4.5,1,88.00,4,6.0,190,993.5,21.73,4.349
949,07/27/20 09:50:00,23.76,4.5,3,87.40,11,6.0,190,993.5,21.57,4.349
950,07/27/20 09:55:00,23.79,4.0,2,87.60,9,6.0,184,993.6,21.63,4.347
951,07/27/20 10:00:00,23.79,4.0,3,87.40,11,5.5,187,993.6,21.59,4.349
952,07/27/20 10:05:00,23.76,4.0,4,87.40,14,5.5,190,993.7,21.57,4.349
953,07/27/20 10:10:00,23.76,4.0,8,87.10,19,5.5,183,993.7,21.51,4.349
954,07/27/20 10:15:00,23.66,3.5,11,87.40,24,5.0,175,993.6,21.48,4.350
955,07/27/20 10:20:00,23.64,3.5,16,88.00,34,5.0,174,993.5,21.56,4.352
956,07/27/20 10:25:00,23.57,3.5,12,87.90,26,5.0,175,993.6,21.47,4.353
957,07/27/20 10:30:00,23.62,4.5,13,88.00,31,6.5,183,993.6,21.54,4.355
958,07/27/20 10:35:00,23.64,4.5,7,88.30,19,6.0,185,993.6,21.62,4.356
959,07/27/20 10:40:00,23.52,5.0,13,88.60,31,6.5,187,993.7,21.56,4.355
960,07/27/20 10:45:00,22.99,5.0,9,90.40,29,6.5,191,993.9,21.36,4.355
961,07/27/20 10:50:00,22.75,4.5,8,90.80,29,7.0,195,994.2,21.20,4.356
962,07/27/20 10:55:00,22.37,3.5,6,93.10,19,5.0,197,994.0,21.23,4.356
963,07/27/20 11:00:00,22.27,4.5,7,94.30,21,6.0,192,993.8,21.34,4.355
964,07/27/20 11:05:00,22.25,4.5,12,95.00,31,6.5,185,993.7,21.44,4.355
965,07/27/20 11:10:00,22.47,3.5,24,95.50,59,5.0,188,993.8,21.74,4.356
966,07/27/20 11:15:00,22.54,3.5,36,95.40,84,5.5,201,993.6,21.79,4.361
967,07/27/20 11:20:00,22.75,3.5,23,95.30,54,5.5,194,993.8,21.99,4.367
968,07/27/20 11:25:00,22.90,4.0,16,94.60,39,7.0,195,993.9,22.01,4.371
969,07/27/20 11:30:00,22.87,3.5,14,94.50,36,5.0,192,994.0,21.97,4.371
970,07/27/20 11:35:00,22.82,4.5,14,95.00,36,5.5,195,993.9,22.01,4.370
971,07/27/20 11:40:00,22.82,5.0,34,95.10,81,7.0,195,993.8,22.03,4.370
972,07/27/20 11:45:00,22.90,4.5,74,94.80,164,6.0,198,993.8,22.05,4.376
973,07/27/20 11:50:00,23.04,5.0,112,94.60,246,6.5,197,993.9,22.16,4.389
974,07/27/20 11:55:00,22.92,5.0,113,94.70,246,6.5,195,993.8,22.05,4.418
975,07/27/20 12:00:00,22.92,5.0,122,94.40,259,6.5,194,993.8,22.00,4.448
976,07/27/20 12:05:00,23.06,4.5,96,94.20,204,6.0,195,993.8,22.11,4.447
977,07/27/20 12:10:00,23.02,4.5,52,94.50,111,6.5,181,993.8,22.11,4.423
978,07/27/20 12:15:00,22.92,4.0,64,94.50,139,5.5,180,993.6,22.02,4.395
979,07/27/20 12:20:00,22.97,4.0,43,94.60,89,5.5,175,993.6,22.08,4.385
980,07/27/20 12:25:00,22.92,3.5,63,94.60,134,5.0,190,993.8,22.04,4.397
981,07/27/20 12:30:00,22.82,3.5,117,94.40,246,4.5,187,993.6,21.91,4.417
982,07/27/20 12:35:00,22.78,4.0,157,94.30,334,6.0,178,993.5,21.84,4.438
983,07/27/20 12:40:00,22.90,4.0,149,94.40,319,5.0,174,993.6,21.98,4.454
984,07/27/20 12:45:00,22.85,4.0,173,94.10,366,5.5,184,993.4,21.88,4.444
985,07/27/20 12:50:00,22.85,4.5,176,94.00,376,6.0,181,993.4,21.86,4.420
986,07/27/20 12:55:00,22.94,4.5,214,94.00,469,6.0,177,993.3,21.96,4.403
987,07/27/20 13:00:00,22.90,4.0,224,94.20,494,5.0,178,993.4,21.94,4.409
988,07/27/20 13:05:00,22.87,4.0,169,94.20,374,6.0,187,993.4,21.92,4.445
989,07/27/20 13:10:00,22.87,4.5,161,94.10,356,5.5,184,993.3,21.90,4.463
990,07/27/20 13:15:00,22.87,4.0,118,94.20,264,6.0,180,993.4,21.92,4.442
991,07/27/20 13:20:00,22.97,4.0,162,94.30,369,6.0,180,993.2,22.03,4.423
992,07/27/20 13:25:00,22.92,4.0,66,93.80,154,5.5,178,993.3,21.90,4.409
