Line#,Date,"Wind Speed (S-WSB 10979906:10955814-1), m/s, Bree_met_5","Gust Speed (S-WSB 10979906:10955814-2), m/s, Bree_met_5","PAR (S-LIA 10979906:10962914-1), uE, Bree_met_5","Solar Radiation (S-LIB 10979906:10969905-1), W/m^2, Bree_met_5","Wind Direction (S-WDA 10979906:10969970-1), *, Bree_met_5","Pressure (S-BPB 10979906:10972867-1), mbar, Bree_met_5","Temperature (S-THB 10979906:10974876-1), *C, Bree_met_5","RH (S-THB 10979906:10974876-2), %, Bree_met_5","Dew Point (S-THB 10979906:10974876-3), *C, Bree_met_5"
3946,07/14/20 16:45:00,3.0,4.5,271,113,291,"1,002.2",19.91,90.30,18.30
3947,07/14/20 16:50:00,2.5,4.5,296,127,289,"1,002.1",20.17,90.70,18.63
3948,07/14/20 16:55:00,3.5,5.0,336,146,285,"1,002.2",20.25,89.90,18.56
3949,07/14/20 17:00:00,2.5,4.0,371,159,305,"1,002.0",20.46,90.30,18.84
3950,07/14/20 17:05:00,3.0,4.0,306,131,300,"1,002.0",20.27,89.50,18.51
3951,07/14/20 17:10:00,3.0,4.5,374,161,291,"1,002.1",20.29,89.90,18.61
3952,07/14/20 17:15:00,3.0,5.0,524,232,298,"1,002.0",20.25,89.70,18.52
3953,07/14/20 17:20:00,2.5,4.0,921,416,303,"1,001.8",20.58,89.80,18.87
3954,07/14/20 17:25:00,3.0,4.5,679,303,302,"1,002.1",20.63,88.40,18.67
3955,07/14/20 17:30:00,2.5,4.0,334,146,310,"1,002.4",20.63,88.00,18.59
3956,07/14/20 17:35:00,3.5,5.5,251,111,317,"1,002.4",20.72,89.00,18.87
3957,07/14/20 17:40:00,3.0,5.0,421,187,321,"1,002.2",20.63,88.20,18.63
3958,07/14/20 17:45:00,4.0,6.0,879,397,313,"1,001.9",20.63,87.90,18.57
3959,07/14/20 17:50:00,4.5,6.0,619,277,302,"1,002.0",20.70,88.30,18.72
3960,07/14/20 17:55:00,4.0,6.0,916,416,302,"1,002.1",20.75,86.80,18.49
3961,07/14/20 18:00:00,3.5,6.0,381,169,310,"1,002.5",20.94,86.50,18.62
3962,07/14/20 18:05:00,4.0,6.0,266,117,314,"1,002.6",20.98,86.50,18.67
3963,07/14/20 18:10:00,4.0,6.0,309,132,305,"1,002.7",20.84,86.10,18.45
3964,07/14/20 18:15:00,5.0,7.0,369,159,324,"1,002.8",20.72,85.50,18.23
3965,07/14/20 18:20:00,4.5,6.5,661,292,320,"1,002.6",20.79,84.80,18.16
3966,07/14/20 18:25:00,3.5,4.5,694,302,314,"1,002.8",21.10,85.30,18.56
3967,07/14/20 18:30:00,3.5,5.5,634,282,323,"1,002.8",21.08,84.60,18.41
3968,07/14/20 18:35:00,3.0,5.0,689,308,310,"1,002.9",21.17,84.10,18.41
3969,07/14/20 18:40:00,2.5,4.5,666,301,326,"1,002.9",21.17,84.10,18.41
3970,07/14/20 18:45:00,3.5,5.5,709,322,319,"1,002.9",21.29,82.90,18.29
3971,07/14/20 18:50:00,3.5,6.0,796,361,314,"1,002.9",21.32,82.40,18.22
3972,07/14/20 18:55:00,3.5,6.5,786,361,314,"1,002.8",21.46,82.70,18.42
3973,07/14/20 19:00:00,3.5,6.0,604,284,319,"1,002.7",21.49,81.30,18.17
3974,07/14/20 19:05:00,3.0,5.5,671,314,320,"1,002.6",21.65,81.80,18.43
3975,07/14/20 19:10:00,3.5,5.5,714,334,324,"1,002.5",21.53,80.80,18.12
3976,07/14/20 19:15:00,3.0,5.0,594,282,329,"1,002.8",21.72,81.80,18.50
3977,07/14/20 19:20:00,3.0,5.0,649,307,323,"1,002.5",21.68,80.80,18.26
3978,07/14/20 19:25:00,4.0,6.0,851,399,326,"1,002.6",21.68,80.10,18.12
3979,07/14/20 19:30:00,3.0,4.5,596,283,305,"1,002.9",21.82,79.80,18.20
3980,07/14/20 19:35:00,3.0,5.5,669,319,309,"1,002.8",21.80,79.80,18.18
3981,07/14/20 19:40:00,4.0,6.0,786,371,302,"1,002.7",21.84,79.00,18.06
3982,07/14/20 19:45:00,4.0,5.5,829,393,298,"1,002.6",21.96,78.80,18.14
3983,07/14/20 19:50:00,2.5,4.5,819,387,314,"1,002.7",22.20,78.90,18.39
3984,07/14/20 19:55:00,3.0,4.5,754,356,331,"1,002.7",22.18,78.70,18.33
3985,07/14/20 20:00:00,2.5,4.5,844,396,336,"1,002.7",22.20,77.60,18.12
3986,07/14/20 20:05:00,3.0,5.0,766,349,347,"1,002.6",22.20,77.80,18.17
3987,07/14/20 20:10:00,3.0,4.0,756,333,336,"1,002.5",22.27,77.80,18.24
3988,07/14/20 20:15:00,2.5,3.5,"1,789",841,352,"1,001.5",22.47,76.50,18.15
3989,07/14/20 20:20:00,2.5,6.0,586,248,331,"1,002.7",22.63,74.40,17.87
3990,07/14/20 20:25:00,3.0,5.0,"1,491",686,358,"1,001.7",22.63,74.90,17.98
3991,07/14/20 20:30:00,3.5,5.0,"1,414",639,24,"1,001.7",22.70,74.50,17.96
3992,07/14/20 20:35:00,3.0,5.0,"1,434",649,6,"1,001.6",22.80,74.20,17.99
3993,07/14/20 20:40:00,2.0,3.5,"1,379",633,358,"1,001.6",22.99,73.80,18.09
3994,07/14/20 20:45:00,2.0,4.5,564,234,351,"1,002.7",22.99,73.60,18.05
3995,07/14/20 20:50:00,4.0,5.5,299,104,3,"1,002.9",22.63,73.00,17.57
3996,07/14/20 20:55:00,3.0,4.5,"1,229",561,3,"1,001.7",22.94,72.30,17.72
3997,07/14/20 21:00:00,2.0,4.0,"1,159",518,354,"1,001.7",23.14,71.10,17.63
3998,07/14/20 21:05:00,2.5,4.0,"1,169",523,354,"1,001.7",23.26,73.50,18.28
3999,07/14/20 21:10:00,2.5,4.0,"1,159",522,350,"1,001.8",23.30,72.10,18.02
4000,07/14/20 21:15:00,3.5,5.5,"1,139",514,4,"1,001.8",23.33,70.80,17.75
4001,07/14/20 21:20:00,4.0,6.0,336,117,7,"1,002.8",23.33,74.20,18.50
4002,07/14/20 21:25:00,3.0,5.5,"1,021",456,1,"1,002.0",23.52,72.60,18.34
4003,07/14/20 21:30:00,3.5,5.0,961,427,10,"1,001.7",23.45,70.50,17.80
4004,07/14/20 21:35:00,3.5,5.0,974,436,6,"1,001.8",23.64,70.00,17.87
4005,07/14/20 21:40:00,3.5,5.0,951,424,7,"1,001.8",23.69,70.10,17.94
4006,07/14/20 21:45:00,3.0,4.5,994,453,352,"1,001.8",23.79,69.10,17.80
4007,07/14/20 21:50:00,3.0,4.0,"1,009",468,343,"1,002.0",23.93,72.60,18.73
4008,07/14/20 21:55:00,3.5,4.5,"1,004",466,326,"1,001.9",23.86,68.50,17.73
4009,07/14/20 22:00:00,2.0,3.5,986,464,333,"1,001.9",24.05,69.20,18.08
4010,07/14/20 22:05:00,2.5,4.0,769,356,323,"1,002.4",24.29,68.40,18.12
4011,07/14/20 22:10:00,2.0,3.5,389,174,310,"1,003.2",24.07,69.10,18.08
4012,07/14/20 22:15:00,2.5,4.5,386,184,317,"1,003.4",23.79,73.30,18.74
4013,07/14/20 22:20:00,3.0,4.5,366,176,309,"1,003.4",23.64,71.40,18.19
4014,07/14/20 22:25:00,2.5,4.0,319,148,331,"1,003.6",23.88,69.80,18.05
4015,07/14/20 22:30:00,2.5,4.0,704,326,329,"1,002.4",23.79,71.10,18.26
4016,07/14/20 22:35:00,2.5,4.5,596,259,334,"1,002.2",23.93,69.50,18.03
4017,07/14/20 22:40:00,2.5,3.5,549,237,326,"1,002.3",24.07,71.20,18.56
4018,07/14/20 22:45:00,3.0,4.5,524,227,345,"1,002.4",23.71,70.20,17.98
4019,07/14/20 22:50:00,3.0,4.5,501,219,336,"1,002.5",23.76,71.90,18.41
4020,07/14/20 22:55:00,3.0,3.5,474,209,336,"1,002.5",23.74,70.40,18.05
4021,07/14/20 23:00:00,3.0,4.0,454,203,333,"1,002.4",23.83,70.80,18.24
4022,07/14/20 23:05:00,3.0,4.0,416,187,334,"1,002.4",23.71,71.10,18.19
4023,07/14/20 23:10:00,2.5,3.5,386,174,327,"1,002.5",23.81,70.00,18.03
4024,07/14/20 23:15:00,2.0,3.0,361,164,326,"1,002.6",24.05,70.00,18.26
4025,07/14/20 23:20:00,1.5,2.5,339,156,320,"1,002.7",24.00,71.30,18.51
4026,07/14/20 23:25:00,1.5,2.5,294,137,319,"1,002.8",24.19,70.60,18.54
4027,07/14/20 23:30:00,1.5,3.0,299,147,309,"1,002.9",24.17,71.60,18.74
4028,07/14/20 23:35:00,2.5,3.5,259,128,306,"1,003.1",23.83,71.40,18.37
4029,07/14/20 23:40:00,2.0,3.0,121,47,299,"1,003.9",23.21,75.50,18.66
4030,07/14/20 23:45:00,2.5,3.5,101,42,293,"1,004.2",22.87,76.20,18.48
4031,07/14/20 23:50:00,3.0,4.0,81,39,292,"1,004.3",22.73,76.50,18.41
4032,07/14/20 23:55:00,2.5,4.0,56,26,288,"1,004.4",22.68,76.60,18.38
4033,07/15/20 00:00:00,2.5,3.5,36,16,286,"1,004.5",22.63,76.50,18.31
4034,07/15/20 00:05:00,2.0,3.5,41,23,292,"1,004.4",22.56,77.30,18.41
4035,07/15/20 00:10:00,2.0,3.0,44,28,292,"1,004.5",22.54,78.10,18.55
4036,07/15/20 00:15:00,2.0,3.0,24,12,298,"1,004.7",22.42,77.30,18.27
4037,07/15/20 00:20:00,1.5,2.5,19,7,321,"1,004.7",22.30,77.90,18.28
4038,07/15/20 00:25:00,1.5,2.5,19,8,324,"1,004.8",22.30,79.20,18.54
4039,07/15/20 00:30:00,1.5,2.0,14,7,324,"1,004.7",22.18,80.60,18.71
4040,07/15/20 00:35:00,1.0,2.0,9,3,327,"1,004.6",22.23,81.70,18.97
4041,07/15/20 00:40:00,1.5,2.5,6,2,330,"1,004.6",22.13,80.60,18.66
4042,07/15/20 00:45:00,1.5,2.5,4,1,344,"1,004.6",22.11,80.00,18.52
4043,07/15/20 00:50:00,2.0,3.5,1,1,352,"1,004.7",22.08,80.80,18.65
4044,07/15/20 00:55:00,2.0,3.0,1,1,343,"1,004.9",21.94,80.80,18.51
4045,07/15/20 01:00:00,2.0,3.0,1,1,329,"1,004.8",21.70,80.60,18.24
4046,07/15/20 01:05:00,2.0,2.5,1,1,338,"1,005.0",21.77,80.90,18.37
4047,07/15/20 01:10:00,2.0,3.0,1,1,334,"1,005.0",21.63,79.60,17.97
4048,07/15/20 01:15:00,2.0,2.5,1,1,347,"1,005.1",21.58,80.80,18.16
4049,07/15/20 01:20:00,1.5,2.5,1,1,351,"1,005.1",21.49,80.50,18.01
4050,07/15/20 01:25:00,1.5,2.5,1,1,350,"1,005.1",21.39,80.70,17.96
4051,07/15/20 01:30:00,1.5,2.5,1,1,355,"1,005.2",21.53,80.70,18.10
4052,07/15/20 01:35:00,2.0,3.0,1,1,10,"1,005.1",21.60,82.10,18.44
4053,07/15/20 01:40:00,2.0,3.0,1,1,20,"1,005.1",21.51,78.80,17.70
4054,07/15/20 01:45:00,2.0,3.0,1,1,13,"1,005.2",21.39,79.50,17.72
4055,07/15/20 01:50:00,2.0,2.5,1,1,17,"1,005.2",21.29,81.00,17.92
4056,07/15/20 01:55:00,1.5,2.5,1,1,44,"1,005.2",20.82,85.30,18.28
4057,07/15/20 02:00:00,1.5,2.5,1,1,53,"1,005.4",20.58,86.20,18.22
4058,07/15/20 02:05:00,2.0,3.0,1,1,55,"1,005.5",20.48,86.00,18.08
4059,07/15/20 02:10:00,2.5,3.5,1,1,25,"1,005.6",20.41,85.20,17.87
4060,07/15/20 02:15:00,2.5,3.5,1,1,18,"1,005.6",20.56,85.10,17.99
4061,07/15/20 02:20:00,2.5,4.0,1,1,29,"1,005.7",20.41,84.50,17.73
4062,07/15/20 02:25:00,2.5,4.0,1,1,45,"1,005.7",20.36,84.00,17.59
4063,07/15/20 02:30:00,2.5,3.5,1,1,49,"1,005.8",20.25,83.00,17.29
4064,07/15/20 02:35:00,2.5,4.0,1,1,46,"1,005.8",20.20,83.30,17.30
4065,07/15/20 02:40:00,2.5,4.0,1,1,18,"1,005.9",20.17,82.60,17.14
4066,07/15/20 02:45:00,2.5,4.0,1,1,13,"1,005.9",20.08,82.60,17.05
4067,07/15/20 02:50:00,2.0,3.0,1,1,14,"1,006.1",20.01,82.00,16.86
4068,07/15/20 02:55:00,2.5,3.5,1,1,25,"1,006.0",20.01,81.70,16.80
4069,07/15/20 03:00:00,2.5,3.5,1,1,34,"1,006.0",19.79,81.10,16.48
4070,07/15/20 03:05:00,2.0,3.5,1,1,32,"1,006.1",19.89,82.60,16.86
4071,07/15/20 03:10:00,2.0,3.5,1,1,39,"1,006.2",19.82,80.70,16.43
4072,07/15/20 03:15:00,2.5,3.5,1,1,44,"1,006.2",19.65,79.80,16.09
4073,07/15/20 03:20:00,2.0,3.0,1,1,49,"1,006.4",19.53,80.80,16.17
4074,07/15/20 03:25:00,1.5,3.0,1,1,39,"1,006.4",19.44,81.20,16.15
4075,07/15/20 03:30:00,2.0,4.0,1,1,31,"1,006.4",19.53,79.70,15.95
4076,07/15/20 03:35:00,2.0,3.5,1,1,28,"1,006.3",19.44,79.10,15.74
4077,07/15/20 03:40:00,2.0,3.0,1,1,37,"1,006.4",19.48,80.40,16.04
4078,07/15/20 03:45:00,2.5,3.0,1,1,45,"1,006.3",19.25,80.40,15.81
4079,07/15/20 03:50:00,2.0,3.5,1,1,42,"1,006.3",19.29,79.70,15.72
4080,07/15/20 03:55:00,2.5,3.5,1,1,45,"1,006.2",19.17,81.20,15.90
4081,07/15/20 04:00:00,3.0,4.0,1,1,44,"1,006.3",19.15,81.10,15.85
4082,07/15/20 04:05:00,3.0,4.0,1,1,35,"1,006.3",19.20,81.00,15.88
4083,07/15/20 04:10:00,2.5,4.0,1,1,31,"1,006.3",19.03,79.70,15.46
4084,07/15/20 04:15:00,2.0,4.0,1,1,28,"1,006.3",18.91,81.10,15.62
4085,07/15/20 04:20:00,2.0,3.5,1,1,45,"1,006.3",18.82,80.30,15.37
4086,07/15/20 04:25:00,2.0,3.5,1,1,35,"1,006.3",18.79,80.30,15.35
4087,07/15/20 04:30:00,1.5,3.0,1,1,48,"1,006.1",18.77,81.30,15.52
4088,07/15/20 04:35:00,2.0,4.5,1,1,32,"1,006.4",18.72,80.40,15.30
4089,07/15/20 04:40:00,1.5,3.5,1,1,32,"1,006.4",18.68,80.10,15.20
4090,07/15/20 04:45:00,1.5,3.5,1,1,56,"1,006.4",18.58,80.30,15.14
4091,07/15/20 04:50:00,2.0,3.5,1,1,60,"1,006.5",18.56,81.40,15.33
4092,07/15/20 04:55:00,2.0,3.0,1,1,46,"1,006.5",18.58,81.20,15.32
4093,07/15/20 05:00:00,2.0,3.0,1,1,41,"1,006.5",18.53,81.00,15.23
4094,07/15/20 05:05:00,2.0,3.5,1,1,41,"1,006.6",18.30,80.90,14.98
4095,07/15/20 05:10:00,2.0,3.0,1,1,32,"1,006.6",18.18,82.00,15.07
4096,07/15/20 05:15:00,2.0,3.5,1,1,37,"1,006.7",18.15,82.90,15.22
4097,07/15/20 05:20:00,1.5,3.0,1,1,10,"1,006.6",18.22,83.60,15.42
4098,07/15/20 05:25:00,1.5,3.0,1,1,14,"1,006.7",18.08,83.00,15.17
4099,07/15/20 05:30:00,1.5,2.5,1,1,3,"1,006.8",18.01,83.90,15.27
4100,07/15/20 05:35:00,1.5,3.0,1,1,1,"1,006.7",17.87,84.70,15.28
4101,07/15/20 05:40:00,2.0,3.0,1,1,8,"1,006.9",17.68,85.30,15.20
4102,07/15/20 05:45:00,2.0,3.0,1,1,4,"1,006.8",17.63,85.10,15.12
4103,07/15/20 05:50:00,2.0,3.0,1,1,352,"1,006.8",17.82,85.80,15.43
4104,07/15/20 05:55:00,1.5,3.0,1,1,336,"1,006.9",17.75,86.00,15.40
4105,07/15/20 06:00:00,1.5,2.5,1,1,333,"1,007.0",17.65,86.30,15.36
4106,07/15/20 06:05:00,2.0,3.0,1,1,330,"1,006.9",17.58,85.50,15.14
4107,07/15/20 06:10:00,2.0,3.0,1,1,347,"1,007.1",17.77,87.70,15.73
4108,07/15/20 06:15:00,2.5,3.0,1,1,4,"1,007.1",17.61,87.50,15.53
4109,07/15/20 06:20:00,2.0,3.0,1,1,1,"1,007.1",17.44,89.30,15.68
4110,07/15/20 06:25:00,1.5,2.5,1,1,45,"1,006.9",17.03,90.30,15.45
4111,07/15/20 06:30:00,1.0,2.0,1,1,42,"1,006.9",16.94,91.40,15.55
4112,07/15/20 06:35:00,1.0,2.0,1,1,51,"1,006.9",16.75,91.10,15.31
4113,07/15/20 06:40:00,1.0,2.0,1,1,53,"1,007.1",16.56,91.50,15.19
4114,07/15/20 06:45:00,1.5,2.5,1,1,32,"1,007.1",16.51,92.00,15.23
4115,07/15/20 06:50:00,1.0,2.0,1,1,4,"1,007.0",16.56,91.70,15.22
4116,07/15/20 06:55:00,1.5,2.5,1,1,8,"1,007.1",16.68,91.60,15.32
4117,07/15/20 07:00:00,1.5,2.5,1,1,31,"1,007.2",16.51,92.20,15.26
4118,07/15/20 07:05:00,2.0,2.5,1,1,55,"1,007.1",16.11,93.30,15.04
4119,07/15/20 07:10:00,1.5,2.5,1,1,62,"1,007.1",15.87,93.50,14.84
4120,07/15/20 07:15:00,1.5,2.5,1,1,48,"1,007.2",15.96,93.50,14.93
4121,07/15/20 07:20:00,1.5,2.5,1,1,24,"1,007.2",16.22,93.80,15.24
4122,07/15/20 07:25:00,1.5,2.5,1,1,25,"1,007.1",16.03,93.90,15.07
4123,07/15/20 07:30:00,1.5,2.0,1,1,22,"1,007.2",15.96,93.80,14.98
4124,07/15/20 07:35:00,1.0,2.0,1,1,20,"1,007.2",15.91,94.00,14.97
4125,07/15/20 07:40:00,1.0,2.0,1,1,13,"1,007.4",15.82,94.00,14.87
4126,07/15/20 07:45:00,0.5,1.5,1,1,20,"1,007.3",15.89,94.20,14.98
4127,07/15/20 07:50:00,0.5,1.5,1,1,18,"1,007.3",15.99,94.30,15.09
4128,07/15/20 07:55:00,1.0,2.0,1,1,52,"1,007.4",15.75,94.50,14.89
4129,07/15/20 08:00:00,1.0,2.0,1,1,65,"1,007.3",15.49,95.00,14.71
4130,07/15/20 08:05:00,1.0,2.0,1,1,62,"1,007.5",15.51,95.30,14.78
4131,07/15/20 08:10:00,1.0,2.0,1,1,53,"1,007.6",15.75,95.60,15.07
4132,07/15/20 08:15:00,1.0,1.5,1,1,51,"1,007.6",15.70,95.50,15.00
4133,07/15/20 08:20:00,1.0,2.0,1,1,31,"1,007.7",15.99,95.60,15.30
4134,07/15/20 08:25:00,1.0,2.0,1,1,10,"1,007.6",15.84,95.50,15.14
4135,07/15/20 08:30:00,1.0,2.0,1,1,21,"1,007.9",15.68,95.30,14.95
4136,07/15/20 08:35:00,1.0,2.0,1,1,18,"1,007.8",15.70,95.30,14.97
4137,07/15/20 08:40:00,1.0,2.5,1,1,39,"1,007.9",15.63,95.70,14.96
4138,07/15/20 08:45:00,1.5,2.5,1,1,48,"1,007.8",15.44,96.00,14.82
4139,07/15/20 08:50:00,1.5,2.5,1,1,41,"1,007.9",15.34,96.00,14.73
4140,07/15/20 08:55:00,1.5,2.5,1,1,58,"1,007.9",15.34,96.20,14.76
4141,07/15/20 09:00:00,1.0,2.0,1,1,48,"1,007.9",15.25,96.30,14.68
4142,07/15/20 09:05:00,1.0,2.0,1,1,28,"1,008.0",15.37,96.30,14.80
4143,07/15/20 09:10:00,1.0,2.0,4,1,7,"1,008.0",15.56,96.30,14.99
4144,07/15/20 09:15:00,0.5,1.5,6,2,357,"1,008.0",15.63,96.20,15.04
4145,07/15/20 09:20:00,0.5,1.5,11,4,8,"1,008.1",15.65,96.10,15.05
4146,07/15/20 09:25:00,1.0,2.0,16,7,6,"1,008.1",15.56,96.00,14.94
4147,07/15/20 09:30:00,0.5,1.5,24,9,8,"1,008.0",15.51,96.00,14.89
4148,07/15/20 09:35:00,0.5,1.5,41,22,354,"1,008.1",15.70,95.90,15.07
4149,07/15/20 09:40:00,0.5,1.5,56,32,355,"1,008.0",15.91,95.60,15.23
4150,07/15/20 09:45:00,1.0,2.0,76,44,11,"1,007.9",15.82,95.10,15.06
4151,07/15/20 09:50:00,1.0,2.0,101,61,13,"1,007.8",15.77,94.80,14.96
4152,07/15/20 09:55:00,1.0,2.5,129,76,355,"1,008.0",16.03,94.00,15.09
4153,07/15/20 10:00:00,0.5,1.5,79,26,347,"1,008.3",15.56,94.00,14.61
4154,07/15/20 10:05:00,0.5,2.0,171,92,350,"1,007.9",15.84,94.70,15.01
4155,07/15/20 10:10:00,1.0,2.0,199,104,329,"1,008.2",15.94,93.70,14.94
4156,07/15/20 10:15:00,1.0,2.0,149,61,344,"1,008.3",15.80,93.10,14.70
4157,07/15/20 10:20:00,1.5,2.5,259,129,21,"1,008.2",15.80,93.40,14.75
4158,07/15/20 10:25:00,1.0,2.0,281,139,18,"1,008.2",15.91,93.40,14.87
4159,07/15/20 10:30:00,1.0,2.0,329,164,22,"1,008.1",16.15,93.20,15.07
4160,07/15/20 10:35:00,1.0,2.0,339,164,15,"1,008.2",16.08,92.70,14.92
4161,07/15/20 10:40:00,1.5,2.5,369,177,21,"1,008.2",15.82,92.90,14.69
4162,07/15/20 10:45:00,1.5,2.5,404,194,25,"1,008.2",15.91,92.70,14.75
4163,07/15/20 10:50:00,1.0,2.0,426,202,18,"1,008.2",16.18,92.50,14.98
4164,07/15/20 10:55:00,1.0,1.5,459,217,24,"1,008.2",16.27,91.50,14.91
4165,07/15/20 11:00:00,1.0,2.0,489,231,21,"1,008.2",16.56,92.00,15.27
4166,07/15/20 11:05:00,0.5,1.5,519,244,10,"1,008.2",16.77,91.10,15.33
4167,07/15/20 11:10:00,0.5,2.0,551,259,20,"1,008.6",17.15,90.70,15.64
4168,07/15/20 11:15:00,0.5,2.0,584,274,29,"1,008.5",17.03,90.20,15.44
4169,07/15/20 11:20:00,0.5,1.5,616,288,35,"1,008.4",17.42,89.20,15.64
4170,07/15/20 11:25:00,0.5,1.5,659,308,42,"1,008.6",17.44,89.00,15.63
4171,07/15/20 11:30:00,0.0,1.5,684,319,42,"1,008.6",17.80,88.10,15.82
4172,07/15/20 11:35:00,0.0,1.0,711,332,41,"1,008.6",18.44,87.00,16.26
4173,07/15/20 11:40:00,0.0,1.0,744,346,41,"1,008.6",18.82,84.60,16.19
4174,07/15/20 11:45:00,0.0,0.5,774,361,41,"1,008.7",19.01,84.00,16.26
4175,07/15/20 11:50:00,0.0,0.0,806,376,41,"1,008.7",19.58,83.20,16.67
4176,07/15/20 11:55:00,0.0,1.0,839,391,42,"1,008.9",19.34,82.40,16.29
4177,07/15/20 12:00:00,0.0,0.5,869,406,42,"1,008.8",19.53,82.50,16.49
4178,07/15/20 12:05:00,0.0,0.5,901,421,42,"1,008.9",19.79,82.10,16.67
4179,07/15/20 12:10:00,0.0,1.0,931,434,70,"1,008.8",19.06,82.90,16.10
4180,07/15/20 12:15:00,0.0,0.5,961,448,139,"1,008.7",19.65,82.20,16.55
4181,07/15/20 12:20:00,0.0,0.5,994,464,139,"1,008.7",19.98,81.60,16.76
4182,07/15/20 12:25:00,0.5,1.0,"1,099",522,160,"1,008.8",19.01,83.60,16.19
4183,07/15/20 12:30:00,0.0,0.5,866,393,230,"1,008.9",19.10,84.00,16.36
4184,07/15/20 12:35:00,0.5,1.5,"1,154",547,248,"1,008.9",19.51,82.90,16.55
4185,07/15/20 12:40:00,0.5,1.5,"1,224",586,265,"1,008.9",19.56,81.80,16.38
4186,07/15/20 12:45:00,0.5,1.5,"1,184",571,265,"1,009.0",20.22,81.30,16.94
4187,07/15/20 12:50:00,0.5,1.5,"1,414",696,265,"1,008.8",20.15,80.30,16.67
4188,07/15/20 12:55:00,0.0,1.0,"1,639",814,267,"1,008.8",20.89,78.60,17.05
4189,07/15/20 13:00:00,0.0,0.0,886,419,267,"1,008.8",21.22,78.40,17.34
4190,07/15/20 13:05:00,0.0,1.5,551,262,265,"1,009.1",19.82,80.80,16.44
4191,07/15/20 13:10:00,2.0,3.5,529,252,270,"1,009.0",18.70,84.00,15.96
4192,07/15/20 13:15:00,1.5,3.5,526,251,277,"1,008.9",18.82,85.40,16.34
4193,07/15/20 13:20:00,2.0,3.5,519,247,272,"1,008.9",18.60,85.20,16.09
4194,07/15/20 13:25:00,1.5,2.5,469,226,275,"1,008.9",18.82,85.30,16.32
4195,07/15/20 13:30:00,1.5,3.0,416,199,274,"1,008.9",18.77,84.90,16.20
4196,07/15/20 13:35:00,2.0,3.5,416,201,272,"1,008.9",18.77,85.40,16.29
4197,07/15/20 13:40:00,2.0,3.0,414,198,257,"1,008.9",18.82,85.50,16.36
4198,07/15/20 13:45:00,1.5,3.0,354,169,286,"1,009.0",18.96,84.90,16.39
4199,07/15/20 13:50:00,1.5,2.5,366,178,274,"1,008.9",19.01,84.90,16.43
4200,07/15/20 13:55:00,1.5,2.5,401,197,265,"1,008.8",19.01,85.00,16.45
4201,07/15/20 14:00:00,1.5,3.0,541,264,279,"1,008.9",19.01,84.10,16.28
4202,07/15/20 14:05:00,1.5,2.5,854,407,281,"1,008.8",19.17,83.90,16.41
4203,07/15/20 14:10:00,1.0,2.5,"1,974",961,256,"1,008.6",19.51,83.60,16.68
4204,07/15/20 14:15:00,1.5,2.5,"1,819",882,310,"1,008.7",19.70,82.10,16.58
4205,07/15/20 14:20:00,0.5,2.0,"1,716",833,319,"1,008.7",19.91,82.00,16.77
4206,07/15/20 14:25:00,0.5,2.0,"1,844",899,323,"1,008.7",20.17,80.80,16.79
4207,07/15/20 14:30:00,0.0,0.5,"1,926",946,323,"1,008.7",21.03,78.70,17.21
4208,07/15/20 14:35:00,0.0,0.5,"1,809",891,323,"1,008.6",21.06,77.50,16.99
4209,07/15/20 14:40:00,0.0,0.5,"1,739",847,323,"1,008.6",21.70,76.40,17.39
4210,07/15/20 14:45:00,0.0,0.5,"1,744",851,323,"1,008.6",21.25,76.40,16.95
4211,07/15/20 14:50:00,0.0,0.5,"1,784",872,323,"1,008.5",21.37,77.80,17.35
4212,07/15/20 14:55:00,0.0,0.0,"1,791",876,323,"1,008.5",22.32,75.40,17.78
4213,07/15/20 15:00:00,0.0,0.5,"1,791",881,323,"1,008.7",21.80,75.00,17.19
4214,07/15/20 15:05:00,0.5,1.5,"1,811",891,306,"1,008.7",20.79,76.90,16.61
4215,07/15/20 15:10:00,0.0,1.0,"1,831",902,292,"1,008.6",21.10,75.00,16.52
4216,07/15/20 15:15:00,0.5,1.0,"1,844",907,291,"1,008.5",21.17,75.10,16.61
4217,07/15/20 15:20:00,0.5,1.5,"1,886",933,237,"1,008.7",21.15,74.60,16.48
4218,07/15/20 15:25:00,0.5,2.0,"1,869",922,212,"1,008.5",21.25,75.30,16.72
4219,07/15/20 15:30:00,0.5,2.0,"1,889",939,184,"1,008.5",21.49,74.40,16.76
4220,07/15/20 15:35:00,0.0,1.5,"1,946",969,180,"1,008.6",21.70,73.50,16.78
4221,07/15/20 15:40:00,0.5,1.5,"1,954",973,181,"1,008.6",21.60,75.20,17.05
4222,07/15/20 15:45:00,0.5,1.5,"1,969",984,187,"1,008.7",21.58,73.70,16.71
4223,07/15/20 15:50:00,1.0,2.0,"1,946",973,190,"1,008.7",21.65,73.80,16.80
4224,07/15/20 15:55:00,1.0,2.0,"1,934",964,178,"1,008.5",21.82,72.40,16.66
4225,07/15/20 16:00:00,0.5,1.5,"1,964",986,184,"1,008.7",22.20,71.70,16.87
4226,07/15/20 16:05:00,0.0,1.0,"1,981",997,223,"1,008.7",22.49,69.30,16.61
4227,07/15/20 16:10:00,0.5,1.0,"2,004","1,012",220,"1,008.7",22.44,69.60,16.63
